Zeit von [CET/CEST],Zeit bis [CET/CEST],Leistung [MW],demand1,time
06.06.2023 19:00:00,06.06.2023 20:00:00,6974.5,8170.887016369046,"(2030, 3763)"
06.06.2023 20:00:00,06.06.2023 21:00:00,6731.0,7885.656204212454,"(2030, 3764)"
06.06.2023 21:00:00,06.06.2023 22:00:00,6366.6,7458.782359203296,"(2030, 3765)"
06.06.2023 22:00:00,06.06.2023 23:00:00,6070.0,7111.335737179487,"(2030, 3766)"
06.06.2023 23:00:00,07.06.2023 00:00:00,5561.5,6515.632111378205,"(2030, 3767)"
07.06.2023 00:00:00,07.06.2023 01:00:00,5225.4,6121.90063186813,"(2030, 3768)"
07.06.2023 01:00:00,07.06.2023 02:00:00,4994.9,5851.88327209249,"(2030, 3769)"
07.06.2023 02:00:00,07.06.2023 03:00:00,4890.0,5729.013392857142,"(2030, 3770)"
07.06.2023 03:00:00,07.06.2023 04:00:00,4807.9,5632.854407623625,"(2030, 3771)"
07.06.2023 04:00:00,07.06.2023 05:00:00,4918.2,5762.108173076923,"(2030, 3772)"
07.06.2023 05:00:00,07.06.2023 06:00:00,5460.1,6397.023409455128,"(2030, 3773)"
07.06.2023 06:00:00,07.06.2023 07:00:00,6396.4,7494.023997252747,"(2030, 3774)"
07.06.2023 07:00:00,07.06.2023 08:00:00,6990.7,8190.346051396519,"(2030, 3775)"
07.06.2023 08:00:00,07.06.2023 09:00:00,7182.4,8414.984029304027,"(2030, 3776)"
07.06.2023 09:00:00,07.06.2023 10:00:00,7089.4,8306.064714972526,"(2030, 3777)"
07.06.2023 10:00:00,07.06.2023 11:00:00,7065.0,8277.51768543956,"(2030, 3778)"
07.06.2023 11:00:00,07.06.2023 12:00:00,7004.3,8206.44024782509,"(2030, 3779)"
07.06.2023 12:00:00,07.06.2023 13:00:00,6841.0,8015.152403846154,"(2030, 3780)"
07.06.2023 13:00:00,07.06.2023 14:00:00,6779.3,7942.901349015567,"(2030, 3781)"
07.06.2023 14:00:00,07.06.2023 15:00:00,6689.6,7837.843498168499,"(2030, 3782)"
07.06.2023 15:00:00,07.06.2023 16:00:00,6689.2,7837.413124999999,"(2030, 3783)"
07.06.2023 16:00:00,07.06.2023 17:00:00,6751.8,7910.79717032967,"(2030, 3784)"
07.06.2023 17:00:00,07.06.2023 18:00:00,6904.6,8089.865955815018,"(2030, 3785)"
07.06.2023 18:00:00,07.06.2023 19:00:00,7041.2,8249.955453296703,"(2030, 3786)"
07.06.2023 19:00:00,07.06.2023 20:00:00,6992.0,8192.349358974358,"(2030, 3787)"
07.06.2023 20:00:00,07.06.2023 21:00:00,6766.1,7927.706774267399,"(2030, 3788)"
07.06.2023 21:00:00,07.06.2023 22:00:00,6427.4,7530.895408653845,"(2030, 3789)"
07.06.2023 22:00:00,07.06.2023 23:00:00,6107.8,7156.459480311356,"(2030, 3790)"
07.06.2023 23:00:00,08.06.2023 00:00:00,5617.0,6581.425269001831,"(2030, 3791)"
08.06.2023 00:00:00,08.06.2023 01:00:00,4937.8,5785.636538461538,"(2030, 3792)"
08.06.2023 01:00:00,08.06.2023 02:00:00,4659.6,5459.695350274726,"(2030, 3793)"
08.06.2023 02:00:00,08.06.2023 03:00:00,4569.0,5353.564663461538,"(2030, 3794)"
08.06.2023 03:00:00,08.06.2023 04:00:00,4435.2,5196.814615384615,"(2030, 3795)"
08.06.2023 04:00:00,08.06.2023 05:00:00,4371.9,5122.669732142856,"(2030, 3796)"
08.06.2023 05:00:00,08.06.2023 06:00:00,4391.7,5145.895046359889,"(2030, 3797)"
08.06.2023 06:00:00,08.06.2023 07:00:00,4511.7,5286.528698489011,"(2030, 3798)"
08.06.2023 07:00:00,08.06.2023 08:00:00,4697.8,5504.615960393773,"(2030, 3799)"
08.06.2023 08:00:00,08.06.2023 09:00:00,4885.6,5724.6973260073255,"(2030, 3800)"
08.06.2023 09:00:00,08.06.2023 10:00:00,4994.2,5851.9778605769225,"(2030, 3801)"
08.06.2023 10:00:00,08.06.2023 11:00:00,5052.3,5920.0857314560435,"(2030, 3802)"
08.06.2023 11:00:00,08.06.2023 12:00:00,5084.9,5958.314227907507,"(2030, 3803)"
08.06.2023 12:00:00,08.06.2023 13:00:00,4881.4,5719.8877335164825,"(2030, 3804)"
08.06.2023 13:00:00,08.06.2023 14:00:00,4720.8,5531.728173076923,"(2030, 3805)"
08.06.2023 14:00:00,08.06.2023 15:00:00,4660.3,5460.862295100733,"(2030, 3806)"
08.06.2023 15:00:00,08.06.2023 16:00:00,4725.7,5537.523978365384,"(2030, 3807)"
08.06.2023 16:00:00,08.06.2023 17:00:00,4905.6,5748.356923076923,"(2030, 3808)"
08.06.2023 17:00:00,08.06.2023 18:00:00,5236.5,6136.133816964286,"(2030, 3809)"
08.06.2023 18:00:00,08.06.2023 19:00:00,5470.7,6410.600827609889,"(2030, 3810)"
08.06.2023 19:00:00,08.06.2023 20:00:00,5569.7,6526.641531021061,"(2030, 3811)"
08.06.2023 20:00:00,08.06.2023 21:00:00,5573.4,6531.009134615384,"(2030, 3812)"
08.06.2023 21:00:00,08.06.2023 22:00:00,5463.8,6402.609179258241,"(2030, 3813)"
08.06.2023 22:00:00,08.06.2023 23:00:00,5400.5,6328.463661858975,"(2030, 3814)"
08.06.2023 23:00:00,09.06.2023 00:00:00,4993.7,5851.792119391025,"(2030, 3815)"
09.06.2023 00:00:00,09.06.2023 01:00:00,4917.9,5762.9951785714275,"(2030, 3816)"
09.06.2023 01:00:00,09.06.2023 02:00:00,4653.4,5453.0699576465195,"(2030, 3817)"
09.06.2023 02:00:00,09.06.2023 03:00:00,4553.8,5336.380121336996,"(2030, 3818)"
09.06.2023 03:00:00,09.06.2023 04:00:00,4486.0,5256.954223901098,"(2030, 3819)"
09.06.2023 04:00:00,09.06.2023 05:00:00,4567.4,5352.369592490842,"(2030, 3820)"
09.06.2023 05:00:00,09.06.2023 06:00:00,5062.0,5932.002277930403,"(2030, 3821)"
09.06.2023 06:00:00,09.06.2023 07:00:00,5925.2,6943.59375,"(2030, 3822)"
09.06.2023 07:00:00,09.06.2023 08:00:00,6480.5,7594.373028273809,"(2030, 3823)"
09.06.2023 08:00:00,09.06.2023 09:00:00,6720.4,7875.545677655676,"(2030, 3824)"
09.06.2023 09:00:00,09.06.2023 10:00:00,6690.0,7839.958619505494,"(2030, 3825)"
09.06.2023 10:00:00,09.06.2023 11:00:00,6555.9,7682.845401785713,"(2030, 3826)"
09.06.2023 11:00:00,09.06.2023 12:00:00,6446.4,7554.559478021976,"(2030, 3827)"
09.06.2023 12:00:00,09.06.2023 13:00:00,6181.2,7243.806016483516,"(2030, 3828)"
09.06.2023 13:00:00,09.06.2023 14:00:00,6020.5,7055.514643429487,"(2030, 3829)"
09.06.2023 14:00:00,09.06.2023 15:00:00,6012.0,7045.587774725274,"(2030, 3830)"
09.06.2023 15:00:00,09.06.2023 16:00:00,6099.6,7148.282946428571,"(2030, 3831)"
09.06.2023 16:00:00,09.06.2023 17:00:00,6218.5,7287.660599816849,"(2030, 3832)"
09.06.2023 17:00:00,09.06.2023 18:00:00,6395.8,7495.480790979854,"(2030, 3833)"
09.06.2023 18:00:00,09.06.2023 19:00:00,6495.1,7611.891404532967,"(2030, 3834)"
09.06.2023 19:00:00,09.06.2023 20:00:00,6456.9,7567.1601116071415,"(2030, 3835)"
09.06.2023 20:00:00,09.06.2023 21:00:00,6257.8,7333.860801282051,"(2030, 3836)"
09.06.2023 21:00:00,09.06.2023 22:00:00,5951.3,6974.690616414835,"(2030, 3837)"
09.06.2023 22:00:00,09.06.2023 23:00:00,5683.4,6660.754832875457,"(2030, 3838)"
09.06.2023 23:00:00,10.06.2023 00:00:00,5237.8,6138.5565052655675,"(2030, 3839)"
10.06.2023 00:00:00,10.06.2023 01:00:00,4924.9,5771.874560439559,"(2030, 3840)"
10.06.2023 01:00:00,10.06.2023 02:00:00,4643.4,5441.9893234890105,"(2030, 3841)"
10.06.2023 02:00:00,10.06.2023 03:00:00,4523.6,5301.611561355311,"(2030, 3842)"
10.06.2023 03:00:00,10.06.2023 04:00:00,4373.2,5125.369374999999,"(2030, 3843)"
10.06.2023 04:00:00,10.06.2023 05:00:00,4369.1,5120.589201007326,"(2030, 3844)"
10.06.2023 05:00:00,10.06.2023 06:00:00,4487.9,5259.848596039376,"(2030, 3845)"
10.06.2023 06:00:00,10.06.2023 07:00:00,4757.4,5575.731614010989,"(2030, 3846)"
10.06.2023 07:00:00,10.06.2023 08:00:00,5047.8,5916.112894917582,"(2030, 3847)"
10.06.2023 08:00:00,10.06.2023 09:00:00,5298.3,6209.733749999999,"(2030, 3848)"
10.06.2023 09:00:00,10.06.2023 10:00:00,5404.6,6334.350813873627,"(2030, 3849)"
10.06.2023 10:00:00,10.06.2023 11:00:00,5340.9,6259.723100961537,"(2030, 3850)"
10.06.2023 11:00:00,10.06.2023 12:00:00,5280.5,6188.962394116299,"(2030, 3851)"
10.06.2023 12:00:00,10.06.2023 13:00:00,5034.2,5900.317513736263,"(2030, 3852)"
10.06.2023 13:00:00,10.06.2023 14:00:00,4887.0,5727.820209478021,"(2030, 3853)"
10.06.2023 14:00:00,10.06.2023 15:00:00,4844.6,5678.15291437729,"(2030, 3854)"
10.06.2023 15:00:00,10.06.2023 16:00:00,4870.3,5708.302683722527,"(2030, 3855)"
10.06.2023 16:00:00,10.06.2023 17:00:00,4968.9,5823.89662087912,"(2030, 3856)"
10.06.2023 17:00:00,10.06.2023 18:00:00,5211.1,6107.8017027243595,"(2030, 3857)"
10.06.2023 18:00:00,10.06.2023 19:00:00,5386.5,6313.41454326923,"(2030, 3858)"
10.06.2023 19:00:00,10.06.2023 20:00:00,5469.4,6410.611365613551,"(2030, 3859)"
10.06.2023 20:00:00,10.06.2023 21:00:00,5482.7,6426.231499542124,"(2030, 3860)"
10.06.2023 21:00:00,10.06.2023 22:00:00,5329.1,6246.22859375,"(2030, 3861)"
10.06.2023 22:00:00,10.06.2023 23:00:00,5215.0,6112.52203525641,"(2030, 3862)"
10.06.2023 23:00:00,11.06.2023 00:00:00,4824.7,5655.077482257326,"(2030, 3863)"
11.06.2023 00:00:00,11.06.2023 01:00:00,4631.1,5428.183557692308,"(2030, 3864)"
11.06.2023 01:00:00,11.06.2023 02:00:00,4347.5,5095.796517284798,"(2030, 3865)"
11.06.2023 02:00:00,11.06.2023 03:00:00,4273.8,5009.435652472527,"(2030, 3866)"
11.06.2023 03:00:00,11.06.2023 04:00:00,4132.1,4843.368930288461,"(2030, 3867)"
11.06.2023 04:00:00,11.06.2023 05:00:00,4096.2,4801.312815934066,"(2030, 3868)"
11.06.2023 05:00:00,11.06.2023 06:00:00,4128.7,4839.430940361721,"(2030, 3869)"
11.06.2023 06:00:00,11.06.2023 07:00:00,4288.1,5026.29523695055,"(2030, 3870)"
11.06.2023 07:00:00,11.06.2023 08:00:00,4517.9,5295.68110176282,"(2030, 3871)"
11.06.2023 08:00:00,11.06.2023 09:00:00,4795.5,5621.098901098901,"(2030, 3872)"
11.06.2023 09:00:00,11.06.2023 10:00:00,4998.9,5859.545094436812,"(2030, 3873)"
11.06.2023 10:00:00,11.06.2023 11:00:00,5113.6,5994.021904761905,"(2030, 3874)"
11.06.2023 11:00:00,11.06.2023 12:00:00,5198.1,6093.100242101647,"(2030, 3875)"
11.06.2023 12:00:00,11.06.2023 13:00:00,5026.7,5892.217644230769,"(2030, 3876)"
11.06.2023 13:00:00,11.06.2023 14:00:00,4840.8,5674.336332417582,"(2030, 3877)"
11.06.2023 14:00:00,11.06.2023 15:00:00,4724.3,5537.803261217949,"(2030, 3878)"
11.06.2023 15:00:00,11.06.2023 16:00:00,4702.5,5512.276313530219,"(2030, 3879)"
11.06.2023 16:00:00,11.06.2023 17:00:00,4849.2,5684.265989010988,"(2030, 3880)"
11.06.2023 17:00:00,11.06.2023 18:00:00,5089.0,5965.3903445512815,"(2030, 3881)"
11.06.2023 18:00:00,11.06.2023 19:00:00,5316.1,6231.630271291208,"(2030, 3882)"
11.06.2023 19:00:00,11.06.2023 20:00:00,5469.0,6410.893767170329,"(2030, 3883)"
11.06.2023 20:00:00,11.06.2023 21:00:00,5480.5,6424.405711996336,"(2030, 3884)"
11.06.2023 21:00:00,11.06.2023 22:00:00,5380.6,6307.330745192307,"(2030, 3885)"
11.06.2023 22:00:00,11.06.2023 23:00:00,5319.5,6235.737597298535,"(2030, 3886)"
11.06.2023 23:00:00,12.06.2023 00:00:00,4960.1,5814.462462797619,"(2030, 3887)"
12.06.2023 00:00:00,12.06.2023 01:00:00,4895.5,5738.763324175823,"(2030, 3888)"
12.06.2023 01:00:00,12.06.2023 02:00:00,4665.1,5468.702991643773,"(2030, 3889)"
12.06.2023 02:00:00,12.06.2023 03:00:00,4596.7,5388.546821199633,"(2030, 3890)"
12.06.2023 03:00:00,12.06.2023 04:00:00,4509.8,5286.702874313186,"(2030, 3891)"
12.06.2023 04:00:00,12.06.2023 05:00:00,4645.2,5445.454807692307,"(2030, 3892)"
12.06.2023 05:00:00,12.06.2023 06:00:00,5209.6,6107.116996336996,"(2030, 3893)"
12.06.2023 06:00:00,12.06.2023 07:00:00,6240.1,7315.1886572802205,"(2030, 3894)"
12.06.2023 07:00:00,12.06.2023 08:00:00,6892.8,8080.37989010989,"(2030, 3895)"
12.06.2023 08:00:00,12.06.2023 09:00:00,7218.8,8462.588663003662,"(2030, 3896)"
12.06.2023 09:00:00,12.06.2023 10:00:00,7256.8,8507.177541208792,"(2030, 3897)"
12.06.2023 10:00:00,12.06.2023 11:00:00,7238.3,8485.531340430402,"(2030, 3898)"
12.06.2023 11:00:00,12.06.2023 12:00:00,7236.7,8483.69706330128,"(2030, 3899)"
12.06.2023 12:00:00,12.06.2023 13:00:00,7048.7,8263.342053571429,"(2030, 3900)"
12.06.2023 13:00:00,12.06.2023 14:00:00,6979.8,8182.609055631868,"(2030, 3901)"
12.06.2023 14:00:00,12.06.2023 15:00:00,6884.8,8071.2773809523815,"(2030, 3902)"
12.06.2023 15:00:00,12.06.2023 16:00:00,6866.2,8049.511287774724,"(2030, 3903)"
12.06.2023 16:00:00,12.06.2023 17:00:00,6921.2,8114.029523809522,"(2030, 3904)"
12.06.2023 17:00:00,12.06.2023 18:00:00,6961.2,8160.963138736263,"(2030, 3905)"
12.06.2023 18:00:00,12.06.2023 19:00:00,6997.8,8203.911201923076,"(2030, 3906)"
12.06.2023 19:00:00,12.06.2023 20:00:00,6948.4,8146.036595695969,"(2030, 3907)"
12.06.2023 20:00:00,12.06.2023 21:00:00,6742.6,7904.803191391941,"(2030, 3908)"
12.06.2023 21:00:00,12.06.2023 22:00:00,6422.2,7529.213492445054,"(2030, 3909)"
12.06.2023 22:00:00,12.06.2023 23:00:00,6088.4,7137.910251831501,"(2030, 3910)"
12.06.2023 23:00:00,13.06.2023 00:00:00,5565.3,6524.670825892857,"(2030, 3911)"
13.06.2023 00:00:00,13.06.2023 01:00:00,5181.8,6075.091071428571,"(2030, 3912)"
13.06.2023 01:00:00,13.06.2023 02:00:00,4950.0,5803.359375,"(2030, 3913)"
13.06.2023 02:00:00,13.06.2023 03:00:00,4845.9,5681.340703983516,"(2030, 3914)"
13.06.2023 03:00:00,13.06.2023 04:00:00,4780.9,5605.161966002746,"(2030, 3915)"
13.06.2023 04:00:00,13.06.2023 05:00:00,4897.7,5742.127168040292,"(2030, 3916)"
13.06.2023 05:00:00,13.06.2023 06:00:00,5407.7,6340.088750572343,"(2030, 3917)"
13.06.2023 06:00:00,13.06.2023 07:00:00,6292.2,7377.129127747253,"(2030, 3918)"
13.06.2023 07:00:00,13.06.2023 08:00:00,6833.0,8011.21537889194,"(2030, 3919)"
13.06.2023 08:00:00,13.06.2023 09:00:00,6981.3,8185.12673076923,"(2030, 3920)"
13.06.2023 09:00:00,13.06.2023 10:00:00,6842.8,8022.783523351648,"(2030, 3921)"
13.06.2023 10:00:00,13.06.2023 11:00:00,6718.4,7876.970238095237,"(2030, 3922)"
13.06.2023 11:00:00,13.06.2023 12:00:00,6621.6,7763.515233516483,"(2030, 3923)"
13.06.2023 12:00:00,13.06.2023 13:00:00,6341.2,7434.795686813186,"(2030, 3924)"
13.06.2023 13:00:00,13.06.2023 14:00:00,6252.0,7330.248145604395,"(2030, 3925)"
13.06.2023 14:00:00,13.06.2023 15:00:00,6234.3,7309.531205357143,"(2030, 3926)"
13.06.2023 15:00:00,13.06.2023 16:00:00,6297.3,7383.432872596153,"(2030, 3927)"
13.06.2023 16:00:00,13.06.2023 17:00:00,6427.2,7535.774285714285,"(2030, 3928)"
13.06.2023 17:00:00,13.06.2023 18:00:00,6619.0,7760.694156364469,"(2030, 3929)"
13.06.2023 18:00:00,13.06.2023 19:00:00,6839.5,8019.266775412088,"(2030, 3930)"
13.06.2023 19:00:00,13.06.2023 20:00:00,6868.4,8053.191137820511,"(2030, 3931)"
13.06.2023 20:00:00,13.06.2023 21:00:00,6703.0,7859.298191391941,"(2030, 3932)"
13.06.2023 21:00:00,13.06.2023 22:00:00,6364.0,7461.855563186812,"(2030, 3933)"
13.06.2023 22:00:00,13.06.2023 23:00:00,6062.0,7107.792147435897,"(2030, 3934)"
13.06.2023 23:00:00,14.06.2023 00:00:00,5558.4,6517.344890109889,"(2030, 3935)"
14.06.2023 00:00:00,14.06.2023 01:00:00,5223.8,6125.049010989011,"(2030, 3936)"
14.06.2023 01:00:00,14.06.2023 02:00:00,4966.7,5823.6206244276555,"(2030, 3937)"
14.06.2023 02:00:00,14.06.2023 03:00:00,4864.5,5703.815573489011,"(2030, 3938)"
14.06.2023 03:00:00,14.06.2023 04:00:00,4760.2,5581.54700892857,"(2030, 3939)"
14.06.2023 04:00:00,14.06.2023 05:00:00,4873.6,5714.541465201465,"(2030, 3940)"
14.06.2023 05:00:00,14.06.2023 06:00:00,5398.4,6329.926794871793,"(2030, 3941)"
14.06.2023 06:00:00,14.06.2023 07:00:00,6293.4,7379.40051510989,"(2030, 3942)"
14.06.2023 07:00:00,14.06.2023 08:00:00,6815.2,7991.282275641025,"(2030, 3943)"
14.06.2023 08:00:00,14.06.2023 09:00:00,6975.2,8178.933003663003,"(2030, 3944)"
14.06.2023 09:00:00,14.06.2023 10:00:00,6847.5,8029.234589629121,"(2030, 3945)"
14.06.2023 10:00:00,14.06.2023 11:00:00,6743.5,7907.324971382783,"(2030, 3946)"
14.06.2023 11:00:00,14.06.2023 12:00:00,6643.1,7789.635488209706,"(2030, 3947)"
14.06.2023 12:00:00,14.06.2023 13:00:00,6378.2,7479.052788461538,"(2030, 3948)"
14.06.2023 13:00:00,14.06.2023 14:00:00,6304.4,7392.551275183149,"(2030, 3949)"
14.06.2023 14:00:00,14.06.2023 15:00:00,6273.9,7356.822826236264,"(2030, 3950)"
14.06.2023 15:00:00,14.06.2023 16:00:00,6311.0,7400.362688873626,"(2030, 3951)"
14.06.2023 16:00:00,14.06.2023 17:00:00,6454.0,7568.083333333332,"(2030, 3952)"
14.06.2023 17:00:00,14.06.2023 18:00:00,6616.2,7758.320010302197,"(2030, 3953)"
14.06.2023 18:00:00,14.06.2023 19:00:00,6725.4,7886.409127747252,"(2030, 3954)"
14.06.2023 19:00:00,14.06.2023 20:00:00,6747.9,7912.831935096152,"(2030, 3955)"
14.06.2023 20:00:00,14.06.2023 21:00:00,6590.0,7727.710393772893,"(2030, 3956)"
14.06.2023 21:00:00,14.06.2023 22:00:00,6290.5,7376.540135645603,"(2030, 3957)"
14.06.2023 22:00:00,14.06.2023 23:00:00,6001.0,7037.092983058608,"(2030, 3958)"
14.06.2023 23:00:00,15.06.2023 00:00:00,5507.7,6458.65458962912,"(2030, 3959)"
15.06.2023 00:00:00,15.06.2023 01:00:00,5123.6,6008.265549450549,"(2030, 3960)"
15.06.2023 01:00:00,15.06.2023 02:00:00,4907.5,5754.880766369048,"(2030, 3961)"
15.06.2023 02:00:00,15.06.2023 03:00:00,4818.3,5650.306129807692,"(2030, 3962)"
15.06.2023 03:00:00,15.06.2023 04:00:00,4738.4,5556.636414835163,"(2030, 3963)"
15.06.2023 04:00:00,15.06.2023 05:00:00,4868.3,5708.995670787545,"(2030, 3964)"
15.06.2023 05:00:00,15.06.2023 06:00:00,5378.6,6307.44900297619,"(2030, 3965)"
15.06.2023 06:00:00,15.06.2023 07:00:00,6248.3,7327.376260302198,"(2030, 3966)"
15.06.2023 07:00:00,15.06.2023 08:00:00,6789.0,7961.493561126373,"(2030, 3967)"
15.06.2023 08:00:00,15.06.2023 09:00:00,6867.7,8053.824743589742,"(2030, 3968)"
15.06.2023 09:00:00,15.06.2023 10:00:00,6678.9,7832.455204326922,"(2030, 3969)"
15.06.2023 10:00:00,15.06.2023 11:00:00,6521.9,7648.376065705127,"(2030, 3970)"
15.06.2023 11:00:00,15.06.2023 12:00:00,6444.1,7557.175171130952,"(2030, 3971)"
15.06.2023 12:00:00,15.06.2023 13:00:00,6189.7,7258.868646978021,"(2030, 3972)"
15.06.2023 13:00:00,15.06.2023 14:00:00,6100.5,7154.295733173076,"(2030, 3973)"
15.06.2023 14:00:00,15.06.2023 15:00:00,6071.1,7119.851947115385,"(2030, 3974)"
15.06.2023 15:00:00,15.06.2023 16:00:00,6124.6,7182.628856456044,"(2030, 3975)"
15.06.2023 16:00:00,15.06.2023 17:00:00,6264.8,7347.084358974358,"(2030, 3976)"
15.06.2023 17:00:00,15.06.2023 18:00:00,6491.4,7612.8681146978015,"(2030, 3977)"
15.06.2023 18:00:00,15.06.2023 19:00:00,6723.8,7885.456517857142,"(2030, 3978)"
15.06.2023 19:00:00,15.06.2023 20:00:00,6789.6,7962.663502747252,"(2030, 3979)"
15.06.2023 20:00:00,15.06.2023 21:00:00,6656.9,7807.074548992673,"(2030, 3980)"
15.06.2023 21:00:00,15.06.2023 22:00:00,6347.8,7444.6047973901095,"(2030, 3981)"
15.06.2023 22:00:00,15.06.2023 23:00:00,6052.4,7098.19874084249,"(2030, 3982)"
15.06.2023 23:00:00,16.06.2023 00:00:00,5561.3,6522.273032852564,"(2030, 3983)"
16.06.2023 00:00:00,16.06.2023 01:00:00,5299.8,6215.617087912087,"(2030, 3984)"
16.06.2023 01:00:00,16.06.2023 02:00:00,5061.5,5936.1672933837,"(2030, 3985)"
16.06.2023 02:00:00,16.06.2023 03:00:00,4954.5,5810.70520260989,"(2030, 3986)"
16.06.2023 03:00:00,16.06.2023 04:00:00,4857.7,5697.204644574174,"(2030, 3987)"
16.06.2023 04:00:00,16.06.2023 05:00:00,4973.0,5832.4591804029305,"(2030, 3988)"
16.06.2023 05:00:00,16.06.2023 06:00:00,5458.4,6401.779720695969,"(2030, 3989)"
16.06.2023 06:00:00,16.06.2023 07:00:00,6336.8,7432.030576923077,"(2030, 3990)"
16.06.2023 07:00:00,16.06.2023 08:00:00,6872.3,8060.1238764880945,"(2030, 3991)"
16.06.2023 08:00:00,16.06.2023 09:00:00,7037.1,8253.448557692307,"(2030, 3992)"
16.06.2023 09:00:00,16.06.2023 10:00:00,6946.5,8147.228288118132,"(2030, 3993)"
16.06.2023 10:00:00,16.06.2023 11:00:00,6814.6,7992.5678869047615,"(2030, 3994)"
16.06.2023 11:00:00,16.06.2023 12:00:00,6747.8,7914.259497481684,"(2030, 3995)"
16.06.2023 12:00:00,16.06.2023 13:00:00,6489.1,7610.876421703297,"(2030, 3996)"
16.06.2023 13:00:00,16.06.2023 14:00:00,6312.0,7403.197115384614,"(2030, 3997)"
16.06.2023 14:00:00,16.06.2023 15:00:00,6225.6,7301.89620879121,"(2030, 3998)"
16.06.2023 15:00:00,16.06.2023 16:00:00,6235.8,7313.895298763736,"(2030, 3999)"
16.06.2023 16:00:00,16.06.2023 17:00:00,6326.1,7419.843296703296,"(2030, 4000)"
16.06.2023 17:00:00,16.06.2023 18:00:00,6529.8,7658.799131181318,"(2030, 4001)"
16.06.2023 18:00:00,16.06.2023 19:00:00,6692.3,7849.433602335164,"(2030, 4002)"
16.06.2023 19:00:00,16.06.2023 20:00:00,6695.3,7852.990638163919,"(2030, 4003)"
16.06.2023 20:00:00,16.06.2023 21:00:00,6513.4,7639.675416666666,"(2030, 4004)"
16.06.2023 21:00:00,16.06.2023 22:00:00,6211.5,7285.607426167581,"(2030, 4005)"
16.06.2023 22:00:00,16.06.2023 23:00:00,5952.4,6981.737303113553,"(2030, 4006)"
16.06.2023 23:00:00,17.06.2023 00:00:00,5474.2,6420.874410485348,"(2030, 4007)"
17.06.2023 00:00:00,17.06.2023 01:00:00,5054.6,5928.740302197802,"(2030, 4008)"
17.06.2023 01:00:00,17.06.2023 02:00:00,4773.2,5598.702429029304,"(2030, 4009)"
17.06.2023 02:00:00,17.06.2023 03:00:00,4635.0,5436.627918956044,"(2030, 4010)"
17.06.2023 03:00:00,17.06.2023 04:00:00,4483.4,5258.834206730768,"(2030, 4011)"
17.06.2023 04:00:00,17.06.2023 05:00:00,4469.6,5242.672985347986,"(2030, 4012)"
17.06.2023 05:00:00,17.06.2023 06:00:00,4584.5,5377.472610462453,"(2030, 4013)"
17.06.2023 06:00:00,17.06.2023 07:00:00,4851.1,5690.213691620879,"(2030, 4014)"
17.06.2023 07:00:00,17.06.2023 08:00:00,5107.4,5990.876134386446,"(2030, 4015)"
17.06.2023 08:00:00,17.06.2023 09:00:00,5330.3,6252.3638003663,"(2030, 4016)"
17.06.2023 09:00:00,17.06.2023 10:00:00,5399.0,6332.978794642857,"(2030, 4017)"
17.06.2023 10:00:00,17.06.2023 11:00:00,5327.2,6248.7885256410245,"(2030, 4018)"
17.06.2023 11:00:00,17.06.2023 12:00:00,5284.0,6198.145306776557,"(2030, 4019)"
17.06.2023 12:00:00,17.06.2023 13:00:00,5092.3,5973.309869505494,"(2030, 4020)"
17.06.2023 13:00:00,17.06.2023 14:00:00,4924.3,5776.272668841574,"(2030, 4021)"
17.06.2023 14:00:00,17.06.2023 15:00:00,4861.4,5702.517914377289,"(2030, 4022)"
17.06.2023 15:00:00,17.06.2023 16:00:00,4878.9,5723.073683035714,"(2030, 4023)"
17.06.2023 16:00:00,17.06.2023 17:00:00,4997.9,5862.692312271061,"(2030, 4024)"
17.06.2023 17:00:00,17.06.2023 18:00:00,5226.4,6130.7598397435895,"(2030, 4025)"
17.06.2023 18:00:00,17.06.2023 19:00:00,5426.5,6365.51557348901,"(2030, 4026)"
17.06.2023 19:00:00,17.06.2023 20:00:00,5492.9,6443.437039262819,"(2030, 4027)"
17.06.2023 20:00:00,17.06.2023 21:00:00,5505.9,6458.7181799450545,"(2030, 4028)"
17.06.2023 21:00:00,17.06.2023 22:00:00,5396.6,6330.5342616758235,"(2030, 4029)"
17.06.2023 22:00:00,17.06.2023 23:00:00,5291.0,6206.68943452381,"(2030, 4030)"
17.06.2023 23:00:00,18.06.2023 00:00:00,4921.8,5773.621830357142,"(2030, 4031)"
18.06.2023 00:00:00,18.06.2023 01:00:00,4594.6,5389.819230769231,"(2030, 4032)"
18.06.2023 01:00:00,18.06.2023 02:00:00,4319.4,5067.01318337912,"(2030, 4033)"
18.06.2023 02:00:00,18.06.2023 03:00:00,4206.6,4934.713537087912,"(2030, 4034)"
18.06.2023 03:00:00,18.06.2023 04:00:00,4052.1,4753.494575892857,"(2030, 4035)"
18.06.2023 04:00:00,18.06.2023 05:00:00,4013.5,4708.23611492674,"(2030, 4036)"
18.06.2023 05:00:00,18.06.2023 06:00:00,4042.4,4742.161836080586,"(2030, 4037)"
18.06.2023 06:00:00,18.06.2023 07:00:00,4168.6,4890.23161401099,"(2030, 4038)"
18.06.2023 07:00:00,18.06.2023 08:00:00,4391.6,5151.860560897436,"(2030, 4039)"
18.06.2023 08:00:00,18.06.2023 09:00:00,4603.5,5400.470398351647,"(2030, 4040)"
